Inspection ID,DBA Name,Facility Type,Risk,Inspection Date,Results,Violations,Community Area Name,Community Area,Birth Rate,General Fertility Rate,Low Birth Weight,Prenatal Care Beginning in First Trimester,Preterm Births,Teen Birth Rate,Assault (Homicide),Breast cancer in females,Cancer (All Sites),Colorectal Cancer,Diabetes-related,Firearm-related,Infant Mortality Rate,Lung Cancer,Prostate Cancer in Males,Stroke (Cerebrovascular Disease),Childhood Blood Lead Level Screening,Childhood Lead Poisoning,Gonorrhea in Females,Gonorrhea in Males,Tuberculosis,Below Poverty Level,Crowded Housing,Per Capita Income,Unemployment
2567492,PACO'S TACOS,Restaurant,1.0,2022-11-23,2,"['10', '16', '21', '22', '29', '32', '36', '39', '44', '47', '47', '48', '51']",brighton park,58,20.6,90.6,7.2,82.7,8.3,58.1,11.1,26.8,139.1,12.8,69.7,10.6,5.9,27.7,15.1,38.3,580.4,0.9,97.2,52.7,11.5,23.0,13.2,13138,11.2
2574870,"OUT ON FAITH LEARNING CENTER, INC.",Daycare,1.0,2023-04-25,1,"['38', '55']",edgewater,77,12.1,48.1,7.5,76.1,7.4,15.1,5.8,18.5,162.0,16.2,48.8,3.9,6.9,40.1,23.7,31.5,308.6,0.9,120.1,427.5,10.5,16.6,3.9,33364,9.0
2574875,LITTLE MINDS DAYCARE CENTER,Daycare,1.0,2023-04-25,0,"['2', '3', '5', '10', '10', '36', '38', '48', '53', '53', '55', '55']",austin,25,18.0,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2.0,1741.1,1678.9,5.8,27.0,5.7,15920,21.0
2574893,DYLAN'S TAVERN & GRILL,Restaurant,1.0,2023-04-25,0,"['2', '10', '23', '36', '38', '40', '47', '47', '48', '51', '55', '58', '60']",near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2574971,SOTOMARINO SANDWICH AND CAFE,Restaurant,2.0,2023-04-26,0,"['3', '5', '10', '36', '51', '53', '55', '55', '55']",irving park,16,15.8,67.1,7.7,79.9,10.2,37.0,4.1,29.9,169.4,19.2,60.2,5.7,5.3,41.3,17.9,42.0,333.5,0.6,159.6,74.5,9.3,10.8,5.6,26713,10.3
2567436,LEONA'S PIZERIA,Restaurant,3.0,2022-11-22,1,[],hyde park,41,9.7,33.9,5.9,80.3,5.5,7.6,5.8,33.6,144.0,11.7,34.0,5.0,10.4,34.9,24.1,26.0,369.0,0.0,216.6,168.4,5.3,18.2,2.5,39243,6.9
2575109,THE EMILY HOTEL,Restaurant,1.0,2023-04-28,2,"['10', '25', '58']",near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2575143,1ST CHOP SUEY,Restaurant,1.0,2023-04-28,0,"['1', '2', '38', '39', '39', '41', '47', '47', '49', '55']",garfield ridge,56,13.4,69.0,8.0,81.7,9.5,33.7,9.9,31.0,231.9,24.6,80.3,9.2,4.5,59.2,30.9,42.2,354.9,0.1,180.0,101.8,3.5,9.0,2.6,24684,8.1
2575158,WAFFLE PANCAKE HOUSE INC,Restaurant,1.0,2023-05-01,0,"['10', '53', '58', '60']",mount greenwood,74,12.5,59.0,8.4,94.5,15.1,7.7,2.2,34.6,201.1,24.8,66.5,7.4,3.3,55.0,16.9,26.7,133.6,0.0,,.,0.0,3.1,1.1,34221,6.9
2575168,GOBLINBAT INC.,Restaurant,2.0,2023-05-01,0,"['1', '2', '5', '10', '10', '10', '16', '36', '38', '38', '47', '48', '49', '51', '52', '53', '55', '56', '56']",jefferson park,11,13.8,67.8,6.6,82.9,7.7,28.6,4.8,18.4,208.2,23.2,49.2,4.2,8.3,55.7,32.1,41.9,236.8,0.2,,.,7.1,6.4,1.9,27280,9.0
2567420,FRIENDSHIP COMMUNITY PLACE,Shared Kitchen,1.0,2022-11-21,1,[],jefferson park,11,13.8,67.8,6.6,82.9,7.7,28.6,4.8,18.4,208.2,23.2,49.2,4.2,8.3,55.7,32.1,41.9,236.8,0.2,,.,7.1,6.4,1.9,27280,9.0
2575204,BUDLONG HOT CHICKEN,Restaurant,1.0,2023-05-01,1,"['38', '39', '43', '44', '45', '49', '54', '55', '55', '56', '56', '57']",lincoln park,7,13.2,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40.0,27.3,35.3,173.3,0.6,50.3,93.1,1.2,11.8,0.6,71403,4.5
2575215,Michoacana Supermarket Corporation,Grocery Store,1.0,2023-05-02,1,"['47', '47', '51', '55', '55', '55', '56']",dunning,17,12.5,64.7,6.8,82.7,9.9,19.9,3.7,23.7,191.5,25.9,42.5,5.2,4.9,53.9,24.4,32.0,233.9,0.1,,70.1,2.4,8.3,4.8,26347,8.6
2575307,Nino's Heroes Elementary,School,1.0,2023-05-03,0,"['10', '10', '38', '47', '49', '51', '53', '55', '55', '56', '56']",south chicago,46,18.1,82.2,13.0,75.3,15.1,76.8,36.9,31.9,227.3,21.1,86.9,33.7,17.7,50.9,56.3,50.6,493.4,1.6,1774.7,893.5,6.9,28.0,5.9,15393,17.7
2575430,LAKELAND INC,Long Term Care,1.0,2023-05-05,2,"['2', '47', '51', '53', '55']",uptown,3,13.1,50.5,8.3,77.7,10.3,35.1,5.4,21.3,183.3,20.5,80.0,4.6,6.5,50.5,25.2,41.7,353.7,0.5,170.8,468.7,13.6,22.7,4.6,32355,7.7
2575446,LA QUINTA INN AND SUITES,Restaurant,1.0,2023-05-05,2,"['16', '22', '47', '47', '49', '57']",loop,32,9.4,27.7,5.3,78.2,6.9,1.3,0.7,20.2,120.1,10.8,26.8,4.0,5.7,29.2,17.2,39.0,297.3,0.3,129.9,200.5,6.5,11.1,2.0,67699,4.2
2575456,IRVING PARK CITGO,Grocery Store,3.0,2023-05-05,1,"['36', '38', '39', '49', '51', '53', '54', '55', '55', '55']",irving park,16,15.8,67.1,7.7,79.9,10.2,37.0,4.1,29.9,169.4,19.2,60.2,5.7,5.3,41.3,17.9,42.0,333.5,0.6,159.6,74.5,9.3,10.8,5.6,26713,10.3
2567378,BURGER KING #1308,Restaurant,2.0,2022-11-21,1,"['10', '55']",roseland,49,14.3,68.8,12.2,69.0,12.8,79.7,40.9,43.5,258.5,32.0,95.5,37.7,9.6,70.3,57.6,55.6,369.5,1.9,1512.0,1725.3,7.9,19.5,3.1,17974,17.8
2567376,ORA,Restaurant,1.0,2022-11-21,1,"['49', '54', '55', '55']",edgewater,77,12.1,48.1,7.5,76.1,7.4,15.1,5.8,18.5,162.0,16.2,48.8,3.9,6.9,40.1,23.7,31.5,308.6,0.9,120.1,427.5,10.5,16.6,3.9,33364,9.0
2575486,LAO PENG YOU LLC,Restaurant,1.0,2023-05-08,2,"['51', '57', '60']",west town,24,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107.0,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,182.8,3.6,15.7,2.0,39596,6.0
2575497,LINKEDIN CORPORATION,Restaurant,1.0,2023-05-08,2,"['23', '47']",near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2567369,MY LITTLE STAR DAYCARE CENTER,Daycare,1.0,2022-11-21,1,['51'],west lawn,65,18.8,83.3,7.6,83.5,8.3,44.6,10.7,16.9,145.1,15.7,61.5,8.8,8.4,36.7,19.7,43.1,508.3,0.2,93.1,87.2,4.3,15.3,6.8,15898,7.8
2575519,TAIRYAKI CHICAGO,Restaurant,2.0,2023-05-08,0,"['16', '33', '36', '38', '38', '39', '51', '51', '53', '55', '55', '55', '56']",lincoln park,7,13.2,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40.0,27.3,35.3,173.3,0.6,50.3,93.1,1.2,11.8,0.6,71403,4.5
2575582,ROSATIS PIZZA UPTOWN,Restaurant,1.0,2023-05-09,0,"['5', '10', '38', '38', '39', '47', '47', '49', '50', '54', '55', '56', '57', '58']",uptown,3,13.1,50.5,8.3,77.7,10.3,35.1,5.4,21.3,183.3,20.5,80.0,4.6,6.5,50.5,25.2,41.7,353.7,0.5,170.8,468.7,13.6,22.7,4.6,32355,7.7
2575589,BITES,Restaurant,1.0,2023-05-09,0,"['1', '2', '8', '10', '14', '22', '37', '41', '47', '48', '49', '49', '54', '55', '55', '56', '58']",lake view,6,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13.0,38.5,1.8,2.2,32.5,17.0,24.4,179.2,0.4,81.8,357.6,3.2,10.5,1.2,58227,4.7
2575593,GEORGE WASHINGTON ELEMENTARY,School,1.0,2023-05-09,1,"['10', '10', '53', '55', '55']",east side,52,17.7,85.8,6.4,73.3,11.0,53.0,10.7,15.3,182.9,12.9,73.9,10.1,3.7,45.9,26.2,33.3,398.5,0.9,191.2,98.6,5.2,18.7,8.3,15347,14.5
2575605,ROCOTO PERUVIAN BITES,Restaurant,1.0,2023-05-09,0,"['5', '23', '25', '37', '44', '47', '47', '49', '50', '51', '54', '55', '55', '55', '57']",portage park,15,14.2,66.1,6.9,79.8,8.7,41.7,3.3,23.3,168.7,15.9,48.2,4.7,4.7,44.9,14.8,37.9,287.3,0.5,87.7,84.9,4.0,12.3,4.4,23617,10.6
2575636,St Malachy School,School,1.0,2023-05-10,2,"['2', '55', '55']",near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2575649,"DONUT DUDES, INC.",Restaurant,2.0,2023-05-10,2,"['1', '2', '37', '38', '40', '45', '55', '55']",mount greenwood,74,12.5,59.0,8.4,94.5,15.1,7.7,2.2,34.6,201.1,24.8,66.5,7.4,3.3,55.0,16.9,26.7,133.6,0.0,,.,0.0,3.1,1.1,34221,6.9
2575674,L' MERO MOLE,Restaurant,1.0,2023-05-10,0,"['16', '36', '47', '51', '55', '55', '60']",irving park,16,15.8,67.1,7.7,79.9,10.2,37.0,4.1,29.9,169.4,19.2,60.2,5.7,5.3,41.3,17.9,42.0,333.5,0.6,159.6,74.5,9.3,10.8,5.6,26713,10.3
2575714,POKE OKIE,Restaurant,1.0,2023-05-11,0,"['3', '5', '10', '25', '38', '39', '48', '53', '55', '58']",avondale,21,18.5,77.7,7.3,74.4,7.5,63.4,4.7,16.6,133.9,13.4,52.7,4.6,5.7,32.5,37.7,36.0,373.3,0.7,85.3,92.2,10.1,14.6,5.8,20489,9.3
2575738,TACO SUR BIRRERIA,Restaurant,1.0,2023-05-11,2,"['10', '37', '39', '40', '41', '43', '47', '47', '49', '51', '53', '54', '55', '55', '56', '57', '58']",south lawndale,30,19.5,94.9,7.6,85.1,9.6,77.5,11.1,13.2,127.4,9.2,65.0,8.6,5.9,15.9,32.7,37.3,605.9,0.8,289.5,106.8,7.9,28.1,17.6,10697,11.5
2575822,TASTE BUDS ALGORITHM,Restaurant,2.0,2023-05-12,2,"['10', '10', '10', '39', '51', '55']",near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2575839,TAQUERIA DIAMANTE,Restaurant,1.0,2023-05-15,1,"['55', '55']",uptown,3,13.1,50.5,8.3,77.7,10.3,35.1,5.4,21.3,183.3,20.5,80.0,4.6,6.5,50.5,25.2,41.7,353.7,0.5,170.8,468.7,13.6,22.7,4.6,32355,7.7
2575938,CECY'S MOLINO DE MASA,Grocery Store,1.0,2023-05-16,0,"['3', '5', '10', '10', '37', '38', '38', '47', '48', '49', '53', '55', '55', '55', '56', '56', '57', '60']",south chicago,46,18.1,82.2,13.0,75.3,15.1,76.8,36.9,31.9,227.3,21.1,86.9,33.7,17.7,50.9,56.3,50.6,493.4,1.6,1774.7,893.5,6.9,28.0,5.9,15393,17.7
2575956,EL PUERTO RESTAURANT,Restaurant,1.0,2023-05-16,0,"['38', '38', '51', '55']",brighton park,58,20.6,90.6,7.2,82.7,8.3,58.1,11.1,26.8,139.1,12.8,69.7,10.6,5.9,27.7,15.1,38.3,580.4,0.9,97.2,52.7,11.5,23.0,13.2,13138,11.2
2575957,SELECT CUT STEAKHOUSE,Restaurant,1.0,2023-05-16,1,"['47', '47', '51']",lake view,6,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13.0,38.5,1.8,2.2,32.5,17.0,24.4,179.2,0.4,81.8,357.6,3.2,10.5,1.2,58227,4.7
2575959,BROTHERS MINI MART,Grocery Store,2.0,2023-05-16,1,"['39', '47', '47']",austin,25,18.0,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2.0,1741.1,1678.9,5.8,27.0,5.7,15920,21.0
2575966,BEST BBQ,Restaurant,1.0,2023-05-16,1,"['51', '55', '55']",morgan park,75,13.2,67.5,10.6,74.5,12.3,46.7,19.9,32.4,218.2,27.1,75.4,15.8,13.1,50.0,39.8,47.9,298.8,1.3,800.5,741.1,2.6,13.7,0.8,26185,14.9
2575968,"SU TAQUERIA EL GALLO BRAVO 5, INC.",Restaurant,1.0,2023-05-16,2,"['10', '37', '39', '39', '47']",lake view,6,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13.0,38.5,1.8,2.2,32.5,17.0,24.4,179.2,0.4,81.8,357.6,3.2,10.5,1.2,58227,4.7
2567278,UPTOWN TAPROOMS,Restaurant,2.0,2022-11-17,1,[],uptown,3,13.1,50.5,8.3,77.7,10.3,35.1,5.4,21.3,183.3,20.5,80.0,4.6,6.5,50.5,25.2,41.7,353.7,0.5,170.8,468.7,13.6,22.7,4.6,32355,7.7
2576006,HOTEL CASS-HOLIDAY INN EXPRESS,Restaurant,2.0,2023-05-17,1,"['55', '55']",near north side,8,10.7,35.9,8.6,69.7,9.6,34.0,3.7,24.0,142.7,15.1,27.0,3.2,6.5,33.6,15.1,22.0,311.2,0.1,244.4,235.8,5.5,13.4,2.0,87163,5.2
2576022,SHEFFIELD BEER & WINE GARDEN,Restaurant,1.0,2023-05-17,0,"['16', '38', '41', '51', '51', '54']",lake view,6,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13.0,38.5,1.8,2.2,32.5,17.0,24.4,179.2,0.4,81.8,357.6,3.2,10.5,1.2,58227,4.7
2576087,A LIL-ROC&RO INC,Restaurant,1.0,2023-05-18,1,"['38', '47', '53']",ashburn,70,14.7,69.0,9.0,82.4,11.3,38.3,12.4,37.2,229.3,22.8,80.1,11.6,10.2,62.8,44.5,47.4,368.3,0.2,529.0,602.9,4.4,9.5,4.2,22078,8.8
2576242,"TAQUERIA EL AGUILA REAL 2, INC.",Restaurant,1.0,2023-05-23,2,"['3', '5', '10', '47', '48', '51', '52', '53', '55', '55', '56']",albany park,14,18.3,76.5,8.5,73.3,8.3,44.5,4.7,22.9,158.1,16.8,72.1,5.3,4.9,36.9,13.1,39.1,374.1,1.2,72.9,101.8,16.8,17.1,11.2,20355,9.0
2576260,ANDERSONVILLE MONTESSORI,Children's Services Facility,1.0,2023-05-23,1,"['38', '55', '55']",uptown,3,13.1,50.5,8.3,77.7,10.3,35.1,5.4,21.3,183.3,20.5,80.0,4.6,6.5,50.5,25.2,41.7,353.7,0.5,170.8,468.7,13.6,22.7,4.6,32355,7.7
2576334,BLACK HOLE,Restaurant,1.0,2023-05-24,1,"['47', '47', '51', '52', '55', '55', '56']",west town,24,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107.0,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,182.8,3.6,15.7,2.0,39596,6.0
2576345,BEARD & BELLY,Restaurant,1.0,2023-05-24,1,"['10', '39', '39', '43', '44', '51', '53', '55']",edgewater,77,12.1,48.1,7.5,76.1,7.4,15.1,5.8,18.5,162.0,16.2,48.8,3.9,6.9,40.1,23.7,31.5,308.6,0.9,120.1,427.5,10.5,16.6,3.9,33364,9.0
2576363,TASTY PLACE,Restaurant,1.0,2023-05-25,1,"['37', '53', '55', '55']",armour square,34,11.5,57.1,12.4,79.1,11.8,16.2,1.8,10.7,162.9,23.1,42.5,1.8,1.5,54.3,17.2,38.7,490.3,0.2,222.6,218,22.7,35.8,5.9,16942,11.6
2576393,MARIANO'S #8520,Grocery Store,1.0,2023-05-25,0,"['10', '16', '25', '38', '47', '49', '50', '56', '60']",mckinley park,59,16.7,73.9,7.3,80.5,9.9,47.9,5.1,32.7,148.4,14.2,61.4,6.5,7.3,38.3,0.0,51.7,529.6,0.8,141.4,.,11.5,16.1,6.9,17577,11.9
2576401,I HAVE A DREAM LEARNING DAY CARE CENTER,Daycare,1.0,2023-05-25,1,"['38', '53', '55', '55']",west englewood,67,20.3,93.3,16.1,63.6,13.8,116.9,47.2,39.2,247.6,24.4,88.2,39.3,13.3,66.3,75.0,64.6,450.6,2.6,2762.2,2545.7,10.9,32.3,6.9,10559,34.7
2576423,HANA RESTAURANT,Restaurant,1.0,2023-05-25,0,"['25', '49', '55']",near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2576435,"THREE SONS RESTAURANT, INC.",Restaurant,1.0,2023-05-26,2,"['1', '2', '39', '45', '47', '49', '51', '55', '55', '57', '58']",garfield ridge,56,13.4,69.0,8.0,81.7,9.5,33.7,9.9,31.0,231.9,24.6,80.3,9.2,4.5,59.2,30.9,42.2,354.9,0.1,180.0,101.8,3.5,9.0,2.6,24684,8.1
2576438,MILLIE'S HOUSE KEDZIE,Children's Services Facility,1.0,2023-05-26,1,"['39', '55', '55', '55', '56']",avondale,21,18.5,77.7,7.3,74.4,7.5,63.4,4.7,16.6,133.9,13.4,52.7,4.6,5.7,32.5,37.7,36.0,373.3,0.7,85.3,92.2,10.1,14.6,5.8,20489,9.3
2576456,MIKKEY'S RETRO GRILL,Restaurant,1.0,2023-05-26,0,"['3', '10', '16', '21', '38', '38', '44', '45', '47', '49', '51', '54', '55', '55', '55', '56', '56', '60']",avalon park,45,13.3,69.6,19.7,74.5,14.6,63.9,22.1,33.8,239.6,27.7,83.9,18.5,11.4,57.9,45.1,44.5,434.8,0.6,1139.9,2059.9,1.9,16.7,0.6,23495,16.6
2576461,INDIGO HOSPITALITY LLC,Restaurant,1.0,2023-05-30,2,"['16', '51', '55', '55', '55', '57']",near north side,8,10.7,35.9,8.6,69.7,9.6,34.0,3.7,24.0,142.7,15.1,27.0,3.2,6.5,33.6,15.1,22.0,311.2,0.1,244.4,235.8,5.5,13.4,2.0,87163,5.2
2567178,Nepalese & Indian Cuisine,Restaurant,1.0,2022-11-16,2,"['16', '49', '55', '56', '57']",logan square,22,18.2,63.5,7.2,78.2,9.4,66.1,8.6,9.2,148.7,13.7,75.7,10.2,4.3,37.7,17.5,31.9,364.4,0.9,209.0,159.3,8.4,17.2,3.2,29026,7.5
2576579,MONARCH & LION,Restaurant,1.0,2023-05-31,1,"['47', '47', '53', '54', '55', '55', '56', '57']",near north side,8,10.7,35.9,8.6,69.7,9.6,34.0,3.7,24.0,142.7,15.1,27.0,3.2,6.5,33.6,15.1,22.0,311.2,0.1,244.4,235.8,5.5,13.4,2.0,87163,5.2
2576613,COMFORT AFRICAN CUISINE,Restaurant,1.0,2023-06-01,0,"['3', '5', '33', '36', '36', '48', '48', '48', '50', '51', '51', '53']",lake view,6,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13.0,38.5,1.8,2.2,32.5,17.0,24.4,179.2,0.4,81.8,357.6,3.2,10.5,1.2,58227,4.7
2576666,DOWNSTATE DONUTS,Restaurant,1.0,2023-06-02,0,"['2', '38', '53', '55', '55', '55', '55', '57']",uptown,3,13.1,50.5,8.3,77.7,10.3,35.1,5.4,21.3,183.3,20.5,80.0,4.6,6.5,50.5,25.2,41.7,353.7,0.5,170.8,468.7,13.6,22.7,4.6,32355,7.7
2576689,SHEFFIELD AT LINCOLN PARK,Golden Diner,1.0,2023-06-02,0,"['5', '10', '10', '16', '36', '48', '48']",lincoln park,7,13.2,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40.0,27.3,35.3,173.3,0.6,50.3,93.1,1.2,11.8,0.6,71403,4.5
2576711,"BELMONT VILLAGE LINCOLN PARK, LLC",Long Term Care,1.0,2023-06-02,0,"['1', '45', '59']",lincoln park,7,13.2,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40.0,27.3,35.3,173.3,0.6,50.3,93.1,1.2,11.8,0.6,71403,4.5
2576738,THE HARTWELL,Long Term Care,1.0,2023-06-05,1,"['53', '55', '55']",edgewater,77,12.1,48.1,7.5,76.1,7.4,15.1,5.8,18.5,162.0,16.2,48.8,3.9,6.9,40.1,23.7,31.5,308.6,0.9,120.1,427.5,10.5,16.6,3.9,33364,9.0
2576745,HUCK FINN,Restaurant,1.0,2023-06-05,0,"['10', '25', '36', '41', '57', '58']",west lawn,65,18.8,83.3,7.6,83.5,8.3,44.6,10.7,16.9,145.1,15.7,61.5,8.8,8.4,36.7,19.7,43.1,508.3,0.2,93.1,87.2,4.3,15.3,6.8,15898,7.8
2576806,MINI SUPER DANY,Restaurant,1.0,2023-06-05,0,"['1', '2', '3', '5', '10', '10', '10', '10', '11', '36', '37', '38', '38', '44', '48', '48', '51', '51', '54', '55', '55', '56', '57']",east side,52,17.7,85.8,6.4,73.3,11.0,53.0,10.7,15.3,182.9,12.9,73.9,10.1,3.7,45.9,26.2,33.3,398.5,0.9,191.2,98.6,5.2,18.7,8.3,15347,14.5
2576818,Y & S MARKET,Grocery Store,3.0,2023-06-06,0,"['5', '10', '10', '10', '10', '38', '47', '49', '50', '53', '53', '54', '55', '55', '55', '56', '56']",chatham,44,14.4,71.3,15.4,72.5,15.6,68.2,45.2,41.9,213.5,24.1,73.2,37.9,10.9,51.5,47.9,50.3,418.3,0.5,1896.3,1855.8,8.2,25.3,2.2,20320,19.0
2567140,CHICAGO WINERY,Restaurant,1.0,2022-11-16,1,[],near north side,8,10.7,35.9,8.6,69.7,9.6,34.0,3.7,24.0,142.7,15.1,27.0,3.2,6.5,33.6,15.1,22.0,311.2,0.1,244.4,235.8,5.5,13.4,2.0,87163,5.2
2576836,KIDDIE COLLEGE LEARNING CENTER LLC,Daycare,1.0,2023-06-06,1,"['36', '38']",ashburn,70,14.7,69.0,9.0,82.4,11.3,38.3,12.4,37.2,229.3,22.8,80.1,11.6,10.2,62.8,44.5,47.4,368.3,0.2,529.0,602.9,4.4,9.5,4.2,22078,8.8
2576838,Lewis Elementary,School,1.0,2023-06-06,1,"['47', '49', '53']",austin,25,18.0,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2.0,1741.1,1678.9,5.8,27.0,5.7,15920,21.0
2576929,EL LLANO RESTAURANT,Restaurant,1.0,2023-06-07,1,"['39', '39', '47', '47', '47', '55', '55', '56']",north center,5,22.4,76.2,9.1,80.4,9.8,8.4,1.0,16.6,152.1,26.1,49.8,1.0,2.7,42.4,15.1,41.6,178.1,0.9,85.4,188.6,1.9,7.1,0.2,51615,4.5
2576941,LOS CHEPES,Restaurant,1.0,2023-06-07,0,"['16', '22', '25', '36', '38', '41', '47', '55', '56']",brighton park,58,20.6,90.6,7.2,82.7,8.3,58.1,11.1,26.8,139.1,12.8,69.7,10.6,5.9,27.7,15.1,38.3,580.4,0.9,97.2,52.7,11.5,23.0,13.2,13138,11.2
2576945,BOEUFHAUS,Restaurant,1.0,2023-06-07,2,['60'],west town,24,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107.0,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,182.8,3.6,15.7,2.0,39596,6.0
2576983,THE GRILL ON 21,Restaurant,1.0,2023-06-08,0,"['10', '25', '39', '45', '48', '51']",loop,32,9.4,27.7,5.3,78.2,6.9,1.3,0.7,20.2,120.1,10.8,26.8,4.0,5.7,29.2,17.2,39.0,297.3,0.3,129.9,200.5,6.5,11.1,2.0,67699,4.2
2577015,THE BLACK VEGAN,Restaurant,1.0,2023-06-08,1,"['49', '55', '55', '55', '56']",south lawndale,30,19.5,94.9,7.6,85.1,9.6,77.5,11.1,13.2,127.4,9.2,65.0,8.6,5.9,15.9,32.7,37.3,605.9,0.8,289.5,106.8,7.9,28.1,17.6,10697,11.5
2577017,GIORGINOS PIZZA,Restaurant,1.0,2023-06-08,1,"['38', '39', '55', '55', '56', '58']",clearing,64,14.6,68.3,7.4,85.8,8.0,38.7,9.4,23.6,189.4,22.5,72.0,12.7,6.7,58.6,18.7,53.5,302.0,0.3,,.,0.9,5.9,3.4,23920,9.6
2577028,JENIN FOOD INC,Grocery Store,3.0,2023-06-09,0,"['10', '10', '13', '33', '36', '38', '41', '49', '51', '51', '53', '55']",washington park,40,19.3,72.1,17.7,74.9,16.9,82.6,44.6,26.0,258.0,31.9,88.2,39.5,19.3,79.8,67.0,43.3,502.4,0.4,2145.8,2058,5.0,39.1,4.9,13087,23.2
2567084,INDO-AMERICAN CENTER,Golden Diner,1.0,2022-11-15,1,['55'],west ridge,2,17.3,83.3,8.1,71.1,8.3,29.9,5.8,20.2,155.9,17.3,60.5,3.7,5.1,36.0,14.2,34.7,331.4,1.0,141.0,205.7,8.9,15.1,7.0,21375,7.9
2567075,NEW PUNJAB SWEET,Restaurant,1.0,2022-11-15,0,"['10', '37', '38', '38', '39', '39', '39', '41', '47', '47', '48', '49', '49', '51', '53', '55', '55', '55', '55', '56', '57', '58']",west ridge,2,17.3,83.3,8.1,71.1,8.3,29.9,5.8,20.2,155.9,17.3,60.5,3.7,5.1,36.0,14.2,34.7,331.4,1.0,141.0,205.7,8.9,15.1,7.0,21375,7.9
2567089,SIRI INDIAN GROCERIES,Grocery Store,3.0,2022-11-15,0,"['10', '50', '50', '54']",douglas,35,10.3,42.2,11.7,76.0,10.2,34.2,13.6,34.3,269.9,33.2,119.1,9.1,13.4,74.5,85.5,62.1,482.2,0.0,1063.3,727.4,4.2,26.1,1.6,23098,16.7
2577141,GINO & MARTY'S,Restaurant,1.0,2023-06-12,0,"['14', '25', '38', '49', '51', '51', '55']",near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2577150,FORNETTO & MEI'S CORNER,Restaurant,1.0,2023-06-12,0,"['2', '5', '25', '29', '32', '38', '41', '45', '55', '56', '57', '58']",near north side,8,10.7,35.9,8.6,69.7,9.6,34.0,3.7,24.0,142.7,15.1,27.0,3.2,6.5,33.6,15.1,22.0,311.2,0.1,244.4,235.8,5.5,13.4,2.0,87163,5.2
2577155,TAQUERIA EL PALMAR,Restaurant,1.0,2023-06-12,2,"['6', '8', '39', '39']",uptown,3,13.1,50.5,8.3,77.7,10.3,35.1,5.4,21.3,183.3,20.5,80.0,4.6,6.5,50.5,25.2,41.7,353.7,0.5,170.8,468.7,13.6,22.7,4.6,32355,7.7
